Leto,Kraj,Gostiteljica,Ime,Priimek,Država,Mesto,Medalja,Skupno,Točke
1988,Canberra,Australia,Gudrun,Hametner,Austria,66,B,22,"['5', '2', '1', '7', '7', '0']"
1988,Canberra,Australia,Colin,Springer,Canada,66,B,22,"['7', '7', '1', '6', '1', '0']"
1988,Canberra,Australia,Bertrand,Eynard,France,66,B,22,"['7', '5', '1', '7', '2', '0']"
1988,Canberra,Australia,Markus,Lauer,Germany,66,B,22,"['7', '7', '2', '2', '4', '0']"
1988,Canberra,Australia,Nung-Kwan,Yip,Hong Kong,66,B,22,"['7', '0', '1', '7', '7', '0']"
1988,Canberra,Australia,Young-Hoon,Kiem,Republic of Korea,66,B,22,"['7', '0', '1', '6', '7', '1']"
1988,Canberra,Australia,Mattias,Jonsson,Sweden,66,B,22,"['7', '3', '1', '3', '7', '1']"
1988,Canberra,Australia,Marc-Oliver,Coppens,Belgium,73,B,21,"['4', '5', '0', '7', '5', '0']"
1988,Canberra,Australia,Pavol,Gvozdjak,Czechoslovakia,73,B,21,"['4', '7', '7', '3', '0', '0']"
1988,Canberra,Australia,Stanislav,Krajči,Czechoslovakia,73,B,21,"['7', '7', '2', '2', '3', '0']"
1988,Canberra,Australia,Mátyás,Sustik,Hungary,73,B,21,"['1', '5', '1', '7', '7', '0']"
1988,Canberra,Australia,Mouaniss,Belrhiti Alaoui,Morocco,73,B,21,"['7', '0', '1', '7', '0', '6']"
1988,Canberra,Australia,Harm,Derksen,Netherlands,73,B,21,"['4', '6', '6', '1', '4', '0']"
1988,Canberra,Australia,Ahmed,Abbes,Tunisia,73,B,21,"['7', '4', '0', '3', '7', '0']"
1988,Canberra,Australia,Tomaž,Slivnik,Yugoslavia,73,B,21,"['7', '7', '0', '4', '3', '0']"
1988,Canberra,Australia,Rade,Todorović,Yugoslavia,73,B,21,"['7', '7', '7', '0', '0', '0']"
1988,Canberra,Australia,Geoffrey,Bailey,Australia,82,B,20,"['1', '7', '1', '3', '7', '1']"
1988,Canberra,Australia,Tibor,Beke,Hungary,82,B,20,"['7', '4', '1', '7', '1', '0']"
1988,Canberra,Australia,Marc,Pauly,Luxembourg,82,B,20,"['7', '4', '1', '0', '7', '1']"
1988,Canberra,Australia,Hamou H.,Tarik,Morocco,82,B,20,"['5', '0', '1', '7', '7', '0']"
1988,Canberra,Australia,Colin,Bell,United Kingdom,82,B,20,"['1', '7', '7', '0', '5', '0']"
1988,Canberra,Australia,Fábio Enrique,Brochero Martínez,Colombia,87,B,19,"['3', '6', '1', '6', '2', '1']"
1988,Canberra,Australia,Christos,Athanasiadis,Greece,87,B,19,"['7', '0', '0', '7', '5', '0']"
1988,Canberra,Australia,Arash,Hassibi,Islamic Republic of Iran,87,B,19,"['5', '6', '2', '0', '6', '0']"
1988,Canberra,Australia,Yoav,Yaffe,Israel,87,B,19,"['4', '7', '0', '7', '0', '1']"
1988,Canberra,Australia,Jeroen,Paasschens,Netherlands,87,B,19,"['7', '7', '1', '0', '4', '0']"
1988,Canberra,Australia,Christopher Ray,Nash,United Kingdom,87,B,19,"['7', '7', '1', '1', '1', '2']"
1988,Canberra,Australia,Rastko,Marinković,Yugoslavia,87,B,19,"['1', '7', '1', '3', '7', '0']"
1988,Canberra,Australia,Kamen,Alexiev,Bulgaria,94,B,18,"['7', '3', '1', '0', '7', '0']"
1988,Canberra,Australia,Carlos,Thompson,Colombia,94,B,18,"['6', '7', '5', '0', '0', '0']"
1988,Canberra,Australia,Erez,Lapid,Israel,94,B,18,"['0', '4', '0', '7', '7', '0']"
1988,Canberra,Australia,Alain,Knaff,Luxembourg,94,B,18,"['6', '7', '1', '1', '3', '0']"
1988,Canberra,Australia,Hock-Peng,Chan,Singapore,94,B,18,"['1', '7', '1', '7', '1', '1']"
1988,Canberra,Australia,Ozan,Hafızoğulları,Türkiye,94,B,18,"['7', '2', '1', '0', '7', '1']"
1988,Canberra,Australia,Deniz,Yuret,Türkiye,94,B,18,"['3', '7', '1', '0', '7', '0']"
1988,Canberra,Australia,Hubert L.,Bray,United States of America,94,B,18,"['4', '2', '1', '7', '1', '3']"
1988,Canberra,Australia,Shu Hung,Choy,Hong Kong,102,B,17,"['3', '0', '1', '5', '7', '1']"
1988,Canberra,Australia,Gadi,Kozma,Israel,102,B,17,"['2', '7', '1', '5', '1', '1']"
1988,Canberra,Australia,Elon,Lindenstrauss,Israel,102,B,17,"['3', '5', '1', '7', '0', '1']"
1988,Canberra,Australia,Andrea,Maffei,Italy,102,B,17,"['7', '3', '1', '0', '6', '0']"
1988,Canberra,Australia,Francis M.,Valeriano C.,Peru,102,B,17,"['7', '3', '0', '0', '6', '1']"
1988,Canberra,Australia,Patrik,Andersson,Sweden,102,B,17,"['3', '0', '7', '7', '0', '0']"
1988,Canberra,Australia,Daniel,Bertilsson,Sweden,102,B,17,"['7', '3', '0', '7', '0', '0']"
1988,Canberra,Australia,Imed,Gharbi,Tunisia,102,B,17,"['6', '4', '0', '0', '7', '0']"
1988,Canberra,Australia,Khadheur,Karray,Tunisia,102,B,17,"['5', '5', '0', '7', '0', '0']"
1988,Canberra,Australia,Stéphane,Guillermou,France,111,B,16,"['7', '4', '0', '0', '5', '0']"
1988,Canberra,Australia,Ali Reza,Bigdeli,Islamic Republic of Iran,111,B,16,"['7', '0', '1', '1', '7', '0']"
1988,Canberra,Australia,Miek,Dekeyser,Belgium,113,B,15,"['4', '6', '4', '0', '1', '0']"
1988,Canberra,Australia,Nicolas,Maskens,Belgium,113,B,15,"['2', '5', '2', '1', '5', '0']"
1988,Canberra,Australia,Plamen,Iliev,Bulgaria,113,B,15,"['7', '0', '1', '0', '7', '0']"
1988,Canberra,Australia,David,McKinnon,Canada,113,B,15,"['1', '6', '1', '0', '7', '0']"
1988,Canberra,Australia,Matti Juhani,Lassas,Finland,113,B,15,"['1', '5', '1', '1', '7', '0']"
1988,Canberra,Australia,Tommi V.,Timonen,Finland,113,B,15,"['1', '7', '0', '0', '7', '0']"
1988,Canberra,Australia,Guðbjörn Freyr,Jónsson,Iceland,113,B,15,"['7', '0', '0', '1', '7', '0']"
1988,Canberra,Australia,Bok Gi,Kim,Republic of Korea,113,B,15,"['4', '0', '3', '0', '7', '1']"
1988,Canberra,Australia,Ki Hong,Kim,Republic of Korea,113,B,15,"['4', '7', '0', '0', '4', '0']"
1988,Canberra,Australia,Antonio,Peimbert Torres,Mexico,113,B,15,"['7', '0', '5', '0', '0', '3']"
1988,Canberra,Australia,Kok-Wui,Cheong,Singapore,113,B,15,"['7', '0', '0', '0', '7', '1']"
1988,Canberra,Australia,Germán,Rincón,Colombia,124,B,14,"['7', '0', '0', '0', '7', '0']"
1988,Canberra,Australia,Denis,Lallemand,France,124,B,14,"['7', '4', '0', '3', '0', '0']"
1988,Canberra,Australia,Mohammad Ali,Khojastepur,Islamic Republic of Iran,124,B,14,"['5', '1', '2', '3', '2', '1']"
1988,Canberra,Australia,Richard,Huveneers,Netherlands,124,B,14,"['1', '0', '7', '6', '0', '0']"
1988,Canberra,Australia,Lars,Willför,Sweden,124,B,14,"['0', '7', '0', '0', '7', '0']"
1988,Canberra,Australia,Alper,Halbutoğulları,Türkiye,124,B,14,"['7', '3', '1', '0', '3', '0']"
1988,Canberra,Australia,Riste,Škrekovski,Yugoslavia,124,B,14,"['7', '0', '1', '0', '6', '0']"
1988,Canberra,Australia,David,Jackson,Australia,131,,13,"['5', '5', '1', '2', '0', '0']"
1988,Canberra,Australia,Martin,O'Hely,Australia,131,,13,"['5', '3', '1', '2', '1', '1']"
1988,Canberra,Australia,Lenilson Barreira,de Morais,Brazil,131,HM,13,"['0', '5', '1', '7', '0', '0']"
1988,Canberra,Australia,Fernando,Martinez Puente,Spain,131,HM,13,"['2', '7', '0', '1', '2', '1']"
1988,Canberra,Australia,Romano,Lonardoni,Italy,131,HM,13,"['0', '7', '6', '0', '0', '0']"
1988,Canberra,Australia,Beljadid,Lahcen,Morocco,131,HM,13,"['7', '0', '1', '0', '5', '0']"
1988,Canberra,Australia,Joris,van der Hoeven,Netherlands,131,,13,"['4', '5', '1', '0', '3', '0']"
1988,Canberra,Australia,Victor,Luchangco,Philippines,131,HM,13,"['1', '4', '1', '0', '7', '0']"
1988,Canberra,Australia,Daniel,Lindhardt,Sweden,131,HM,13,"['1', '4', '1', '0', '7', '0']"
1988,Canberra,Australia,Markus,Greiter,Austria,140,HM,12,"['2', '7', '1', '0', '2', '0']"
1988,Canberra,Australia,Markus,Haiml,Austria,140,,12,"['6', '3', '1', '0', '2', '0']"
1988,Canberra,Australia,Ondrej,Šuch,Czechoslovakia,140,HM,12,"['4', '0', '7', '1', '0', '0']"
1988,Canberra,Australia,Ramon,Esteban Romero,Spain,140,,12,"['6', '2', '1', '0', '2', '1']"
1988,Canberra,Australia,Luis,O'Shea,Ireland,140,,12,"['4', '5', '0', '1', '2', '0']"
1988,Canberra,Australia,Ariel,Shkolnikov,Israel,140,HM,12,"['2', '7', '2', '1', '0', '0']"
1988,Canberra,Australia,Edvard,Del Carpio Talaverano,Peru,140,HM,12,"['2', '1', '1', '1', '7', '0']"
1988,Canberra,Australia,Grzegorz,Łabędzki,Poland,140,HM,12,"['0', '7', '1', '3', '0', '1']"
1988,Canberra,Australia,Imed,Hkima,Tunisia,140,,12,"['4', '3', '0', '3', '1', '1']"
1988,Canberra,Australia,Đoàn Hồng,Nghiã,Vietnam,140,,12,"['4', '1', '1', '5', '1', '0']"
1988,Canberra,Australia,Horacio,Casini,Argentina,150,HM,11,"['7', '0', '1', '0', '3', '0']"
1988,Canberra,Australia,Martin,Bush,Australia,150,HM,11,"['1', '7', '1', '0', '1', '1']"
1988,Canberra,Australia,Jun,Takakura,Brazil,150,HM,11,"['7', '2', '0', '0', '2', '0']"
1988,Canberra,Australia,Philip,Jong,Canada,150,,11,"['4', '0', '1', '0', '5', '1']"
1988,Canberra,Australia,Gurraj,Sangha,Canada,150,HM,11,"['4', '0', '0', '0', '7', '0']"
1988,Canberra,Australia,Andreas,Achilleos,Cyprus,150,HM,11,"['2', '1', '1', '0', '7', '0']"
1988,Canberra,Australia,Kim K.,Simelius,Finland,150,,11,"['2', '4', '0', '1', '4', '0']"
1988,Canberra,Australia,David,Hermann,France,150,HM,11,"['7', '0', '1', '3', '0', '0']"
1988,Canberra,Australia,Evangelos,Mouroukos,Greece,150,HM,11,"['7', '0', '1', '0', '2', '1']"
1988,Canberra,Australia,András,Bíró,Hungary,150,HM,11,"['7', '4', '0', '0', '0', '0']"
1988,Canberra,Australia,Marco,Oman,Italy,150,,11,"['4', '2', '0', '1', '4', '0']"
1988,Canberra,Australia,Jo Han,Chu,Republic of Korea,150,,11,"['2', '4', '0', '1', '4', '0']"
1988,Canberra,Australia,Su Bin,Song,Republic of Korea,150,,11,"['3', '4', '1', '0', '3', '0']"
1988,Canberra,Australia,Hugo R.,Nopo Aguilar,Peru,150,HM,11,"['1', '2', '0', '0', '7', '1']"
1988,Canberra,Australia,Jerome Suntay,Khohayting,Philippines,150,,11,"['3', '5', '0', '2', '1', '0']"
1988,Canberra,Australia,Rafał,Latała,Poland,150,HM,11,"['3', '7', '1', '0', '0', '0']"
1988,Canberra,Australia,Jeffrey,Sax,Belgium,166,HM,10,"['1', '2', '0', '0', '7', '0']"
1988,Canberra,Australia,Petr,Hliněný,Czechoslovakia,166,,10,"['6', '0', '1', '2', '1', '0']"
1988,Canberra,Australia,Petteri,Pajunen,Finland,166,HM,10,"['3', '0', '0', '0', '7', '0']"
1988,Canberra,Australia,Georgios,Mihai,Greece,166,,10,"['5', '0', '0', '0', '5', '0']"
1988,Canberra,Australia,Behzad,Nazari,Islamic Republic of Iran,166,,10,"['0', '5', '1', '1', '2', '1']"
1988,Canberra,Australia,Sverrir Örn,Þorvaldsson,Iceland,166,,10,"['2', '3', '0', '1', '4', '0']"
1988,Canberra,Australia,Orjan,Johansen,Norway,166,,10,"['0', '3', '2', '3', '2', '0']"
1988,Canberra,Australia,Jing-Yee,Lim,Singapore,166,,10,"['4', '4', '0', '0', '2', '0']"
1988,Canberra,Australia,Talbi,Malik,Algeria,174,HM,9,"['7', '0', '1', '0', '1', '0']"
1988,Canberra,Australia,Jeremy,Liew,Australia,174,,9,"['1', '4', '1', '0', '2', '1']"
1988,Canberra,Australia,Bernard,Boigelot,Belgium,174,,9,"['1', '3', '1', '0', '4', '0']"
1988,Canberra,Australia,Antonios,Ikonomou,Greece,174,HM,9,"['1', '0', '1', '0', '7', '0']"
1988,Canberra,Australia,Shun,Chan,Hong Kong,174,,9,"['5', '0', '1', '0', '2', '1']"
1988,Canberra,Australia,Wai-Ling,Tai,Hong Kong,174,HM,9,"['0', '7', '1', '0', '0', '1']"
1988,Canberra,Australia,Francisco Javier,Zaragoza Martínez,Mexico,174,HM,9,"['1', '0', '1', '0', '7', '0']"
1988,Canberra,Australia,Ronald,Blaak,Netherlands,174,HM,9,"['1', '7', '0', '0', '0', '1']"
1988,Canberra,Australia,Maarten,Hilferink,Netherlands,174,,9,"['1', '5', '1', '0', '1', '1']"
1988,Canberra,Australia,Roger,Beggs,New Zealand,174,,9,"['3', '5', '1', '0', '0', '0']"
1988,Canberra,Australia,Miran,Božičević,Yugoslavia,174,HM,9,"['1', '7', '1', '0', '0', '0']"
1988,Canberra,Australia,Sergio,Torres,Cuba,185,,8,"['6', '0', '1', '0', '1', '0']"
1988,Canberra,Australia,Jaakko J.,Jokelainen,Finland,185,,8,"['1', '5', '1', '0', '0', '1']"
1988,Canberra,Australia,Dimitrios,Statopoulos,Greece,185,HM,8,"['7', '0', '0', '0', '1', '0']"
1988,Canberra,Australia,Prodromos,Symeonidis,Greece,185,,8,"['3', '4', '1', '0', '0', '0']"
1988,Canberra,Australia,János,Csirik,Hungary,185,,8,"['2', '3', '1', '0', '2', '0']"
1988,Canberra,Australia,Jorge,Pérez Hernández,Mexico,185,HM,8,"['0', '0', '1', '0', '7', '0']"
1988,Canberra,Australia,Arne H.,Juul,Norway,185,,8,"['1', '5', '1', '0', '1', '0']"
1988,Canberra,Australia,Jan Olav,Robole,Norway,185,,8,"['1', '1', '0', '0', '6', '0']"
1988,Canberra,Australia,Joseph C.,Caceres,Peru,185,HM,8,"['0', '0', '1', '0', '7', '0']"
1988,Canberra,Australia,Aleksandra,Smiljanić,Yugoslavia,185,,8,"['0', '4', '1', '2', '1', '0']"
1988,Canberra,Australia,Markus,Schorn,Austria,195,,7,"['2', '3', '1', '1', '0', '0']"
1988,Canberra,Australia,Alberto,Adami,Brazil,195,,7,"['3', '0', '1', '0', '3', '0']"
1988,Canberra,Australia,Rene,Guerra Millet,Cuba,195,HM,7,"['7', '0', '0', '0', '0', '0']"
1988,Canberra,Australia,Halldór,Árnason,Iceland,195,,7,"['1', '4', '1', '1', '0', '0']"
1988,Canberra,Australia,Emine,Baran,Türkiye,195,,7,"['3', '0', '1', '0', '3', '0']"
1988,Canberra,Australia,Joshua R. X.,Ross,United Kingdom,195,,7,"['1', '3', '1', '1', '0', '1']"
1988,Canberra,Australia,Pablo,Lotito,Argentina,201,,6,"['2', '0', '0', '0', '4', '0']"
1988,Canberra,Australia,Leonardo,Ornella,Argentina,201,,6,"['0', '0', '0', '0', '6', '0']"
1988,Canberra,Australia,Marc,Lardinois,Belgium,201,,6,"['1', '1', '1', '3', '0', '0']"
1988,Canberra,Australia,Luis,Giraldo,Colombia,201,,6,"['1', '2', '1', '2', '0', '0']"
1988,Canberra,Australia,Daniel,Lodos,Cuba,201,,6,"['3', '0', '1', '2', '0', '0']"
1988,Canberra,Australia,Carlos,Mora,Cuba,201,,6,"['5', '1', '0', '0', '0', '0']"
1988,Canberra,Australia,Aldo,Rodriguez,Cuba,201,,6,"['1', '4', '1', '0', '0', '0']"
1988,Canberra,Australia,Hanna,Saukkonen,Finland,201,,6,"['1', '0', '1', '0', '4', '0']"
1988,Canberra,Australia,Wing-Hong,Leung,Hong Kong,201,,6,"['1', '0', '1', '2', '2', '0']"
1988,Canberra,Australia,Simon,Murphy,Ireland,201,,6,"['5', '1', '0', '0', '0', '0']"
1988,Canberra,Australia,Maisoun,Al-Mosallam,Kuwait,201,,6,"['3', '0', '0', '0', '0', '3']"
1988,Canberra,Australia,Abdel Ilah,Ecchilali,Morocco,201,,6,"['5', '0', '1', '0', '0', '0']"
1988,Canberra,Australia,Karl Antony,Tomlinson,New Zealand,201,,6,"['1', '0', '1', '0', '4', '0']"
1988,Canberra,Australia,Taslent,Mustapha,Algeria,214,,5,"['1', '0', '0', '0', '4', '0']"
1988,Canberra,Australia,Song San,Woei,Brazil,214,,5,"['4', '0', '1', '0', '0', '0']"
1988,Canberra,Australia,Jaime,Aragon,Colombia,214,,5,"['1', '3', '0', '0', '1', '0']"
1988,Canberra,Australia,Shuk-Han,Yau,Hong Kong,214,,5,"['1', '1', '1', '0', '1', '1']"
1988,Canberra,Australia,Ásta Kristjana,Sveinsdóttir,Iceland,214,,5,"['1', '0', '0', '0', '4', '0']"
1988,Canberra,Australia,Ho Jin,Ryu,Republic of Korea,214,,5,"['3', '0', '0', '0', '2', '0']"
1988,Canberra,Australia,Ali,Al-Mutairi,Kuwait,214,,5,"['0', '0', '1', '4', '0', '0']"
1988,Canberra,Australia,Rodger,Tiedemann,New Zealand,214,,5,"['0', '1', '1', '0', '3', '0']"
1988,Canberra,Australia,Tolga,Bozkaya,Türkiye,214,,5,"['3', '0', '1', '0', '1', '0']"
1988,Canberra,Australia,Rafael,Ortiz,Colombia,223,,4,"['2', '0', '1', '0', '1', '0']"
1988,Canberra,Australia,Boris Bartolome,Mana,Spain,223,,4,"['4', '0', '0', '0', '0', '0']"
1988,Canberra,Australia,Maeve,Flynn,Ireland,223,,4,"['3', '0', '1', '0', '0', '0']"
1988,Canberra,Australia,Cormac,O'Sullivan,Ireland,223,,4,"['3', '0', '0', '0', '1', '0']"
1988,Canberra,Australia,Hessam,Hammidi,Islamic Republic of Iran,223,,4,"['3', '0', '0', '0', '0', '1']"
1988,Canberra,Australia,Fouzi,Al-Essa,Kuwait,223,,4,"['3', '0', '0', '0', '1', '0']"
1988,Canberra,Australia,Haitham,Al-Haji,Kuwait,223,,4,"['1', '0', '0', '0', '0', '3']"
1988,Canberra,Australia,José Luis,Flores Silva,Mexico,223,,4,"['0', '2', '1', '0', '1', '0']"
1988,Canberra,Australia,Edgar,Huarcaya Segovia,Peru,223,,4,"['3', '0', '0', '0', '1', '0']"
1988,Canberra,Australia,Hsiu Khuern,Tang,Singapore,223,,4,"['1', '0', '1', '0', '1', '1']"
1988,Canberra,Australia,Chouik,Ahmed,Algeria,233,,3,"['0', '0', '1', '0', '2', '0']"
1988,Canberra,Australia,Georgios,Hadjispyrides,Cyprus,233,,3,"['2', '0', '0', '0', '1', '0']"
1988,Canberra,Australia,Regas,Neophyton,Cyprus,233,,3,"['1', '0', '0', '0', '2', '0']"
1988,Canberra,Australia,Roes Arief,Budiman,Indonesia,233,,3,"['1', '0', '1', '0', '1', '0']"
1988,Canberra,Australia,Fulvio,Piccinonno,Italy,233,,3,"['2', '0', '1', '0', '0', '0']"
1988,Canberra,Australia,Safa,Abdil Salam,Kuwait,233,,3,"['3', '0', '0', '0', '0', '0']"
1988,Canberra,Australia,Ricardo,Torres Rodríguez,Mexico,233,,3,"['2', '0', '1', '0', '0', '0']"
1988,Canberra,Australia,Biorn-Helge,Mevik,Norway,233,,3,"['3', '0', '0', '0', '0', '0']"
1988,Canberra,Australia,Manuel,Cáceres Polo,Peru,233,,3,"['1', '2', '0', '0', '0', '0']"
1988,Canberra,Australia,Yavuz,Karapinar,Türkiye,233,,3,"['1', '0', '1', '0', '1', '0']"
1988,Canberra,Australia,Bourada,Narimane,Algeria,243,,2,"['0', '0', '1', '0', '0', '1']"
1988,Canberra,Australia,Maria Célia Paiva,de Freitas,Brazil,243,,2,"['1', '0', '1', '0', '0', '0']"
1988,Canberra,Australia,Rolando,Uranga Piña,Cuba,243,,2,"['2', '0', '0', '0', '0', '0']"
1988,Canberra,Australia,Constantinos,Phanouriou,Cyprus,243,,2,"['2', '0', '0', '0', '0', '0']"
1988,Canberra,Australia,Javier,Campins Pascual,Spain,243,,2,"['1', '0', '0', '1', '0', '0']"
1988,Canberra,Australia,Jose I.,Nogueira Goriba,Spain,243,,2,"['0', '2', '0', '0', '0', '0']"
1988,Canberra,Australia,Moh. Nanda,Kamanaya,Indonesia,243,,2,"['0', '0', '1', '0', '1', '0']"
1988,Canberra,Australia,Jillian,Delaney,Ireland,243,,2,"['0', '1', '1', '0', '0', '0']"
1988,Canberra,Australia,Eamonn,Maher,Ireland,243,,2,"['1', '0', '1', '0', '0', '0']"
1988,Canberra,Australia,Karim,Abdelkerim,Morocco,243,,2,"['1', '0', '0', '1', '0', '0']"
1988,Canberra,Australia,Arne,Aas,Norway,243,,2,"['1', '1', '0', '0', '0', '0']"
1988,Canberra,Australia,Dan,Olsen,Norway,243,,2,"['1', '0', '1', '0', '0', '0']"
1988,Canberra,Australia,William,Jones,New Zealand,243,,2,"['0', '1', '1', '0', '0', '0']"
1988,Canberra,Australia,Joseph,Del Callar,Philippines,243,,2,"['0', '1', '1', '0', '0', '0']"
1988,Canberra,Australia,Dennis,Lee,Philippines,243,,2,"['1', '0', '0', '0', '1', '0']"
1988,Canberra,Australia,Walfredo,da Costa Cirne Filho,Brazil,258,,1,"['0', '0', '1', '0', '0', '0']"
1988,Canberra,Australia,Charalambos,Charalambous,Cyprus,258,,1,"['0', '0', '1', '0', '0', '0']"
1988,Canberra,Australia,Irene,Savoulli,Cyprus,258,,1,"['1', '0', '0', '0', '0', '0']"
1988,Canberra,Australia,Christian,Avendano,Ecuador,258,,1,"['1', '0', '0', '0', '0', '0']"
1988,Canberra,Australia,Santiago,Perez-Cacho,Spain,258,,1,"['1', '0', '0', '0', '0', '0']"
1988,Canberra,Australia,?,Sariniatun,Indonesia,258,,1,"['1', '0', '0', '0', '0', '0']"
1988,Canberra,Australia,Waleed,Al-Azmi,Kuwait,258,,1,"['0', '0', '1', '0', '0', '0']"
1988,Canberra,Australia,Carlos Enrique,Leñero Leal,Mexico,258,,1,"['1', '0', '0', '0', '0', '0']"
1988,Canberra,Australia,John,Marshall,New Zealand,258,,1,"['0', '0', '1', '0', '0', '0']"
1988,Canberra,Australia,Guido,David,Philippines,258,,1,"['1', '0', '0', '0', '0', '0']"
1988,Canberra,Australia,Abdella Ziz,Sadoqi,Morocco,268,,0,"['0', '0', '0', '0', '0', '0']"
1989,Braunschweig,Germany,Huazhang,Luo,People's Republic of China,1,G,42,"['7', '7', '7', '7', '7', '7']"
1989,Braunschweig,Germany,Petr,Čížek,Czechoslovakia,1,G,42,"['7', '7', '7', '7', '7', '7']"
1989,Braunschweig,Germany,Frank,Göring,German Democratic Republic,1,G,42,"['7', '7', '7', '7', '7', '7']"
1989,Braunschweig,Germany,Andreas,Siebert,German Democratic Republic,1,G,42,"['7', '7', '7', '7', '7', '7']"
1989,Braunschweig,Germany,Gerard,Zenker,German Democratic Republic,1,G,42,"['7', '7', '7', '7', '7', '7']"
1989,Braunschweig,Germany,Andrei,Moroianu,Romania,1,G,42,"['7', '7', '7', '7', '7', '7']"
1989,Braunschweig,Germany,Jordan S.,Ellenberg,United States of America,1,G,42,"['7', '7', '7', '7', '7', '7']"
1989,Braunschweig,Germany,Sergei,Ivanov,Union of Soviet Socialist Republics,1,G,42,"['7', '7', '7', '7', '7', '7']"
1989,Braunschweig,Germany,Đinh Tien,Cuong,Vietnam,1,G,42,"['7', '7', '7', '7', '7', '7']"
1989,Braunschweig,Germany,Rade,Todorović,Yugoslavia,1,G,42,"['7', '7', '7', '7', '7', '7']"
1989,Braunschweig,Germany,Xiaoming,Huo,People's Republic of China,11,G,41,"['6', '7', '7', '7', '7', '7']"
1989,Braunschweig,Germany,Buxing,Jiang,People's Republic of China,11,G,41,"['6', '7', '7', '7', '7', '7']"
1989,Braunschweig,Germany,Yang,Yu,People's Republic of China,11,G,41,"['7', '7', '7', '6', '7', '7']"
1989,Braunschweig,Germany,Ondrej,Šuch,Czechoslovakia,11,G,41,"['7', '7', '7', '7', '7', '6']"
1989,Braunschweig,Germany,Martin,Härterich,Germany,11,G,41,"['7', '7', '7', '7', '7', '6']"
1989,Braunschweig,Germany,Evgenia,Malinnikova,Union of Soviet Socialist Republics,11,G,41,"['7', '7', '7', '6', '7', '7']"
1989,Braunschweig,Germany,Ngô,Bào Châu,Vietnam,17,G,40,"['6', '7', '7', '6', '7', '7']"
1989,Braunschweig,Germany,Emanuil,Todorov,Bulgaria,18,G,39,"['7', '6', '6', '7', '7', '6']"
1989,Braunschweig,Germany,Dimitri,Ivanov,Union of Soviet Socialist Republics,18,G,39,"['7', '7', '7', '7', '7', '4']"
1989,Braunschweig,Germany,Teodor,Bănică,Romania,20,G,38,"['7', '7', '3', '7', '7', '7']"
1989,Braunschweig,Germany,Ruoxi,Tang,People's Republic of China,21,S,37,"['7', '7', '2', '7', '7', '7']"
1989,Braunschweig,Germany,Shu Hung,Choy,Hong Kong,21,S,37,"['6', '7', '3', '7', '7', '7']"
1989,Braunschweig,Germany,Péter,Benczúr,Hungary,21,S,37,"['7', '7', '2', '7', '7', '7']"
1989,Braunschweig,Germany,Alexandru Dan,Ionescu,Romania,21,S,37,"['7', '7', '2', '7', '7', '7']"
1989,Braunschweig,Germany,Andrei,Rădulescu-Banu,Romania,21,S,37,"['2', '7', '7', '7', '7', '7']"
1989,Braunschweig,Germany,Andrew H.,Kresch,United States of America,21,S,37,"['7', '7', '2', '7', '7', '7']"
1989,Braunschweig,Germany,Samuel A.,Kutin,United States of America,21,S,37,"['7', '7', '2', '7', '7', '7']"
1989,Braunschweig,Germany,Kamen,Alexiev,Bulgaria,28,S,36,"['2', '7', '7', '7', '7', '6']"
1989,Braunschweig,Germany,Petr,Hliněný,Czechoslovakia,28,S,36,"['7', '7', '1', '7', '7', '7']"
1989,Braunschweig,Germany,Jürgen,Wolff,Germany,28,S,36,"['7', '7', '5', '7', '7', '3']"
1989,Braunschweig,Germany,Adrian George,Barbu,Romania,28,S,36,"['7', '7', '3', '6', '7', '6']"
1989,Braunschweig,Germany,Alan,Offer,Australia,32,S,35,"['7', '7', '0', '7', '7', '7']"
1989,Braunschweig,Germany,Gudrun,Hametner,Austria,32,S,35,"['7', '7', '0', '7', '7', '7']"
1989,Braunschweig,Germany,Nikolai,Stoev,Bulgaria,32,S,35,"['7', '7', '0', '7', '7', '7']"
1989,Braunschweig,Germany,Philip,Jong,Canada,32,S,35,"['6', '7', '1', '7', '7', '7']"
1989,Braunschweig,Germany,Huafei,Yan,People's Republic of China,32,S,35,"['7', '7', '7', '7', '7', '0']"
1989,Braunschweig,Germany,Xavier,Leleu,France,32,S,35,"['7', '7', '7', '7', '7', '0']"
1989,Braunschweig,Germany,Christos,Athanasiadis,Greece,32,S,35,"['0', '7', '7', '7', '7', '7']"
1989,Braunschweig,Germany,Krzysztof,Oleszkiewicz,Poland,32,S,35,"['5', '4', '7', '5', '7', '7']"
1989,Braunschweig,Germany,Jeffrey M.,Vanderkam,United States of America,32,S,35,"['7', '7', '2', '7', '7', '5']"
1989,Braunschweig,Germany,Andreas,Gathmann,Germany,41,S,34,"['7', '6', '0', '7', '7', '7']"
1989,Braunschweig,Germany,József,Balogh,Hungary,41,S,34,"['7', '7', '1', '5', '7', '7']"
1989,Braunschweig,Germany,Tamás,Fleiner,Hungary,41,S,34,"['6', '7', '4', '3', '7', '7']"
1989,Braunschweig,Germany,Ahmed,Abbes,Tunisia,41,S,34,"['7', '7', '2', '7', '7', '4']"
1989,Braunschweig,Germany,Arkady,Skopenkov,Union of Soviet Socialist Republics,41,S,34,"['7', '6', '0', '7', '7', '7']"
